Name,Email,Financial Status,Created at,Paid at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem sku,Lineitem discount,Lineitem fulfillment status,Subtotal,Shipping,Taxes,Total,Discount Amount,Refunded Amount
#1072,lorraine05@example.com,paid,2025-05-15 08:00:00 +0000,2025-05-15 08:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,200.0,10.0,40.0,250.0,50.0,0.0
#1073,evansdylan@example.net,paid,2025-04-11 13:00:00 +0000,2025-04-11 13:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,315.0,10.0,63.0,388.0,50.0,0.0
#1073,,,2025-04-11 13:00:00 +0000,2025-04-11 13:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1074,hodonnell@example.org,paid,2025-08-04 09:00:00 +0000,2025-08-04 09:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,60.0,10.0,12.0,82.0,0.0,0.0
#1074,,,2025-08-04 09:00:00 +0000,2025-08-04 09:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1074,,,2025-08-04 09:00:00 +0000,2025-08-04 09:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1075,pcampbell@example.com,paid,2025-01-27 14:00:00 +0000,2025-01-27 14:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,200.0,10.0,40.0,250.0,50.0,0.0
#1075,,,2025-01-27 14:00:00 +0000,2025-01-27 14:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1076,nicola88@example.org,paid,2025-11-19 10:00:00 +0000,2025-11-19 10:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,185.0,10.0,37.0,232.0,50.0,0.0
#1076,,,2025-11-19 10:00:00 +0000,2025-11-19 10:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1076,,,2025-11-19 10:00:00 +0000,2025-11-19 10:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1077,jeffreyelliott@example.net,paid,2025-07-21 15:00:00 +0000,2025-07-21 15:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,120.0,10.0,24.0,154.0,0.0,0.0
#1077,,,2025-07-21 15:00:00 +0000,2025-07-21 15:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1078,landrews@example.org,paid,2025-03-02 15:00:00 +0000,2025-03-02 15:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,730.0,10.0,146.0,886.0,0.0,0.0
#1079,hillmarcus@example.org,paid,2025-01-28 08:00:00 +0000,2025-01-28 08:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,365.0,10.0,73.0,448.0,0.0,0.0
#1079,,,2025-01-28 08:00:00 +0000,2025-01-28 08:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1079,,,2025-01-28 08:00:00 +0000,2025-01-28 08:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1080,millersara@example.net,paid,2025-09-02 09:00:00 +0000,2025-09-02 09:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,200.0,10.0,40.0,250.0,50.0,0.0
#1080,,,2025-09-02 09:00:00 +0000,2025-09-02 09:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1081,elliott08@example.com,paid,2025-05-24 18:00:00 +0000,2025-05-24 18:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,235.0,10.0,47.0,292.0,0.0,0.0
#1081,,,2025-05-24 18:00:00 +0000,2025-05-24 18:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1081,,,2025-05-24 18:00:00 +0000,2025-05-24 18:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1082,howardowen@example.org,paid,2025-09-09 18:00:00 +0000,2025-09-09 18:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,105.0,10.0,21.0,136.0,50.0,0.0
#1083,janeross@example.net,paid,2025-02-12 14:00:00 +0000,2025-02-12 14:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,730.0,10.0,146.0,886.0,0.0,0.0
#1083,,,2025-02-12 14:00:00 +0000,2025-02-12 14:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1084,mwright@example.net,paid,2025-05-29 12:00:00 +0000,2025-05-29 12:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,315.0,10.0,63.0,388.0,50.0,0.0
#1084,,,2025-05-29 12:00:00 +0000,2025-05-29 12:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1085,thompsongregory@example.org,paid,2025-10-07 21:00:00 +0000,2025-10-07 21:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,235.0,10.0,47.0,292.0,0.0,0.0
#1085,,,2025-10-07 21:00:00 +0000,2025-10-07 21:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1086,gcurtis@example.net,paid,2025-12-11 08:00:00 +0000,2025-12-11 08:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,500.0,10.0,100.0,610.0,0.0,0.0
#1086,,,2025-12-11 08:00:00 +0000,2025-12-11 08:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1087,ddavis@example.org,paid,2025-11-25 16:00:00 +0000,2025-11-25 16:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,120.0,10.0,24.0,154.0,0.0,0.0
#1088,nataliemahmood@example.net,paid,2025-08-16 17:00:00 +0000,2025-08-16 17:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,60.0,10.0,12.0,82.0,0.0,0.0
#1088,,,2025-08-16 17:00:00 +0000,2025-08-16 17:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1089,marieevans@example.net,paid,2025-10-26 10:00:00 +0000,2025-10-26 10:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,730.0,10.0,146.0,886.0,0.0,0.0
#1090,alice04@example.org,paid,2025-06-21 15:00:00 +0000,2025-06-21 15:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,100.0,10.0,20.0,130.0,50.0,0.0
#1090,,,2025-06-21 15:00:00 +0000,2025-06-21 15:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1091,morrisolivia@example.net,paid,2025-07-24 20:00:00 +0000,2025-07-24 20:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,120.0,10.0,24.0,154.0,0.0,0.0
#1091,,,2025-07-24 20:00:00 +0000,2025-07-24 20:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1091,,,2025-07-24 20:00:00 +0000,2025-07-24 20:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1092,ohale@example.net,paid,2025-05-09 18:00:00 +0000,2025-05-09 18:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,150.0,10.0,30.0,190.0,0.0,0.0
#1092,,,2025-05-09 18:00:00 +0000,2025-05-09 18:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1092,,,2025-05-09 18:00:00 +0000,2025-05-09 18:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1093,shirley83@example.org,paid,2025-07-27 17:00:00 +0000,2025-07-27 17:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,235.0,10.0,47.0,292.0,0.0,0.0
#1094,samuelhill@example.net,paid,2025-06-26 09:00:00 +0000,2025-06-26 09:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,310.0,10.0,62.0,382.0,0.0,0.0
#1094,,,2025-06-26 09:00:00 +0000,2025-06-26 09:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1094,,,2025-06-26 09:00:00 +0000,2025-06-26 09:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1095,brian88@example.org,paid,2025-12-19 10:00:00 +0000,2025-12-19 10:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,310.0,10.0,62.0,382.0,0.0,0.0
#1096,batesmegan@example.com,paid,2025-03-27 16:00:00 +0000,2025-03-27 16:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,680.0,10.0,136.0,826.0,50.0,0.0
#1096,,,2025-03-27 16:00:00 +0000,2025-03-27 16:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1096,,,2025-03-27 16:00:00 +0000,2025-03-27 16:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1097,gareth35@example.org,paid,2025-09-18 21:00:00 +0000,2025-09-18 21:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,120.0,10.0,24.0,154.0,0.0,0.0
#1097,,,2025-09-18 21:00:00 +0000,2025-09-18 21:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1098,evansjean@example.net,paid,2025-03-12 17:00:00 +0000,2025-03-12 17:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,155.0,10.0,31.0,196.0,0.0,0.0
#1098,,,2025-03-12 17:00:00 +0000,2025-03-12 17:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1099,woodanne@example.org,paid,2025-02-22 13:00:00 +0000,2025-02-22 13:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,500.0,10.0,100.0,610.0,0.0,0.0
#1099,,,2025-02-22 13:00:00 +0000,2025-02-22 13:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1099,,,2025-02-22 13:00:00 +0000,2025-02-22 13:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1100,hcunningham@example.net,paid,2025-05-05 14:00:00 +0000,2025-05-05 14:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,120.0,10.0,24.0,154.0,0.0,0.0
#1100,,,2025-05-05 14:00:00 +0000,2025-05-05 14:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1101,katemiles@example.net,paid,2025-11-27 15:00:00 +0000,2025-11-27 15:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,150.0,10.0,30.0,190.0,0.0,0.0
#1101,,,2025-11-27 15:00:00 +0000,2025-11-27 15:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1102,jeremydavis@example.org,paid,2025-12-14 14:00:00 +0000,2025-12-14 14:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,310.0,10.0,62.0,382.0,0.0,0.0
#1102,,,2025-12-14 14:00:00 +0000,2025-12-14 14:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1103,mandy58@example.net,paid,2025-06-02 21:00:00 +0000,2025-06-02 21:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,260.0,10.0,52.0,322.0,50.0,0.0
#1103,,,2025-06-02 21:00:00 +0000,2025-06-02 21:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1103,,,2025-06-02 21:00:00 +0000,2025-06-02 21:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1104,hicksstanley@example.com,paid,2025-01-15 19:00:00 +0000,2025-01-15 19:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,365.0,10.0,73.0,448.0,0.0,0.0
#1104,,,2025-01-15 19:00:00 +0000,2025-01-15 19:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1104,,,2025-01-15 19:00:00 +0000,2025-01-15 19:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1105,baldwinmandy@example.org,paid,2025-09-26 19:00:00 +0000,2025-09-26 19:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,120.0,10.0,24.0,154.0,0.0,0.0
#1106,pgriffiths@example.com,paid,2025-05-19 08:00:00 +0000,2025-05-19 08:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,470.0,10.0,94.0,574.0,0.0,0.0
#1106,,,2025-05-19 08:00:00 +0000,2025-05-19 08:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1106,,,2025-05-19 08:00:00 +0000,2025-05-19 08:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1107,reedsally@example.com,paid,2025-03-17 17:00:00 +0000,2025-03-17 17:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,680.0,10.0,136.0,826.0,50.0,0.0
#1107,,,2025-03-17 17:00:00 +0000,2025-03-17 17:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1108,leesharriet@example.net,paid,2025-08-17 18:00:00 +0000,2025-08-17 18:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,10.0,10.0,2.0,22.0,50.0,0.0
#1108,,,2025-08-17 18:00:00 +0000,2025-08-17 18:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1109,webstermaurice@example.net,paid,2025-04-14 13:00:00 +0000,2025-04-14 13:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,300.0,10.0,60.0,370.0,0.0,0.0
#1109,,,2025-04-14 13:00:00 +0000,2025-04-14 13:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1109,,,2025-04-14 13:00:00 +0000,2025-04-14 13:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1110,garry58@example.com,paid,2025-11-17 09:00:00 +0000,2025-11-17 09:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,680.0,10.0,136.0,826.0,50.0,0.0
#1111,teresaallen@example.org,paid,2025-08-27 20:00:00 +0000,2025-08-27 20:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,470.0,10.0,94.0,574.0,0.0,0.0
#1111,,,2025-08-27 20:00:00 +0000,2025-08-27 20:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1111,,,2025-08-27 20:00:00 +0000,2025-08-27 20:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1112,qlong@example.com,paid,2025-11-26 20:00:00 +0000,2025-11-26 20:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,250.0,10.0,50.0,310.0,0.0,0.0
#1113,xphillips@example.net,paid,2025-03-31 17:00:00 +0000,2025-03-31 17:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,260.0,10.0,52.0,322.0,50.0,0.0
#1113,,,2025-03-31 17:00:00 +0000,2025-03-31 17:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1113,,,2025-03-31 17:00:00 +0000,2025-03-31 17:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1114,fsharp@example.org,paid,2025-09-08 17:00:00 +0000,2025-09-08 17:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,250.0,10.0,50.0,310.0,0.0,0.0
#1115,marian35@example.net,paid,2025-01-25 13:00:00 +0000,2025-01-25 13:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,300.0,10.0,60.0,370.0,0.0,0.0
#1115,,,2025-01-25 13:00:00 +0000,2025-01-25 13:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1115,,,2025-01-25 13:00:00 +0000,2025-01-25 13:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1116,ricky23@example.net,paid,2025-06-10 16:00:00 +0000,2025-06-10 16:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,60.0,10.0,12.0,82.0,0.0,0.0
#1117,frederick56@example.org,paid,2025-09-11 09:00:00 +0000,2025-09-11 09:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,470.0,10.0,94.0,574.0,0.0,0.0
#1117,,,2025-09-11 09:00:00 +0000,2025-09-11 09:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1118,wendyfarrell@example.org,paid,2025-05-23 12:00:00 +0000,2025-05-23 12:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,235.0,10.0,47.0,292.0,0.0,0.0
#1118,,,2025-05-23 12:00:00 +0000,2025-05-23 12:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1118,,,2025-05-23 12:00:00 +0000,2025-05-23 12:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1119,carolyn08@example.net,paid,2025-07-08 20:00:00 +0000,2025-07-08 20:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,235.0,10.0,47.0,292.0,0.0,0.0
#1120,kirstylewis@example.net,paid,2025-05-10 08:00:00 +0000,2025-05-10 08:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,470.0,10.0,94.0,574.0,0.0,0.0
#1121,zoe38@example.org,paid,2025-11-30 15:00:00 +0000,2025-11-30 15:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,470.0,10.0,94.0,574.0,0.0,0.0
#1121,,,2025-11-30 15:00:00 +0000,2025-11-30 15:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1121,,,2025-11-30 15:00:00 +0000,2025-11-30 15:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1122,jamie84@example.org,paid,2025-05-17 20:00:00 +0000,2025-05-17 20:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,155.0,10.0,31.0,196.0,0.0,0.0
#1122,,,2025-05-17 20:00:00 +0000,2025-05-17 20:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1122,,,2025-05-17 20:00:00 +0000,2025-05-17 20:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1123,mmills@example.com,paid,2025-06-23 12:00:00 +0000,2025-06-23 12:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,730.0,10.0,146.0,886.0,0.0,0.0
#1124,walkercallum@example.net,paid,2025-07-05 14:00:00 +0000,2025-07-05 14:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,420.0,10.0,84.0,514.0,50.0,0.0
#1124,,,2025-07-05 14:00:00 +0000,2025-07-05 14:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1125,shahkerry@example.org,paid,2025-07-21 21:00:00 +0000,2025-07-21 21:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,450.0,10.0,90.0,550.0,50.0,0.0
#1126,alisonmills@example.org,paid,2025-05-04 22:00:00 +0000,2025-05-04 22:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,200.0,10.0,40.0,250.0,50.0,0.0
#1127,stacey30@example.com,paid,2025-06-03 12:00:00 +0000,2025-06-03 12:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,300.0,10.0,60.0,370.0,0.0,0.0
#1127,,,2025-06-03 12:00:00 +0000,2025-06-03 12:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1127,,,2025-06-03 12:00:00 +0000,2025-06-03 12:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1128,lorraine93@example.org,paid,2025-09-05 15:00:00 +0000,2025-09-05 15:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,470.0,10.0,94.0,574.0,0.0,0.0
#1128,,,2025-09-05 15:00:00 +0000,2025-09-05 15:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1128,,,2025-09-05 15:00:00 +0000,2025-09-05 15:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1129,xsummers@example.com,paid,2025-08-24 09:00:00 +0000,2025-08-24 09:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,60.0,10.0,12.0,82.0,0.0,0.0
#1129,,,2025-08-24 09:00:00 +0000,2025-08-24 09:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1129,,,2025-08-24 09:00:00 +0000,2025-08-24 09:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1130,mohammadwright@example.com,paid,2025-12-10 15:00:00 +0000,2025-12-10 15:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,450.0,10.0,90.0,550.0,50.0,0.0
#1130,,,2025-12-10 15:00:00 +0000,2025-12-10 15:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1130,,,2025-12-10 15:00:00 +0000,2025-12-10 15:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1131,pjames@example.net,paid,2025-04-19 09:00:00 +0000,2025-04-19 09:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,155.0,10.0,31.0,196.0,0.0,0.0
#1131,,,2025-04-19 09:00:00 +0000,2025-04-19 09:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1132,zrose@example.com,paid,2025-12-29 08:00:00 +0000,2025-12-29 08:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,500.0,10.0,100.0,610.0,0.0,0.0
#1132,,,2025-12-29 08:00:00 +0000,2025-12-29 08:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1133,phillipsashley@example.net,paid,2025-09-10 19:00:00 +0000,2025-09-10 19:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,260.0,10.0,52.0,322.0,50.0,0.0
